Attrition,Hiring Year,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Age,Education,Job Involvement,Job Level,Job Satisfaction,Num Companies Worked,Performance Rating,Relationship Satisfaction,Total Working Years,Work Life Balance
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1503,Male,Laboratory Technician,Married,No,35,High School,4,1,4,1,3,4,1,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1504,Male,Laboratory Technician,Single,Yes,48,Associates Degree,2,3,3,9,3,4,23,3
Yes,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1505,Male,Laboratory Technician,Single,Yes,28,Master's Degree,3,1,3,1,3,3,2,2
No,2021,Travel_Rarely,Sales,Marketing,STAFF-1506,Female,Sales Executive,Divorced,Yes,44,Doctoral Degree,3,2,1,5,4,3,9,2
No,2022,Non-Travel,R&D,Medical,STAFF-1507,Male,Healthcare Representative,Married,Yes,35,Associates Degree,2,3,1,2,3,3,10,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-1508,Female,Sales Executive,Married,Yes,26,Bachelor's Degree,2,2,4,7,3,3,5,2
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1509,Female,Research Director,Single,Yes,33,Associates Degree,3,3,4,1,3,3,15,3
No,2023,Travel_Frequently,Sales,Life Sciences,STAFF-1510,Male,Sales Executive,Married,No,35,Doctoral Degree,3,3,1,1,4,4,9,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-1511,Female,Laboratory Technician,Married,Yes,35,Master's Degree,3,1,1,3,3,3,4,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1512,Male,Laboratory Technician,Divorced,No,31,Master's Degree,3,2,4,3,4,4,10,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1513,Male,Manufacturing Director,Divorced,No,37,Master's Degree,2,2,3,1,3,3,7,4
No,2022,Travel_Rarely,R&D,Medical,STAFF-1514,Male,Manufacturing Director,Married,Yes,32,Bachelor's Degree,3,2,4,1,4,2,9,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1515,Female,Laboratory Technician,Single,No,38,Doctoral Degree,3,2,4,1,3,4,10,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1516,Female,Research Director,Divorced,Yes,50,Associates Degree,2,5,3,5,3,4,29,2
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-1517,Female,Sales Executive,Single,No,59,Bachelor's Degree,3,3,1,7,3,4,28,2
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-1518,Female,Healthcare Representative,Divorced,No,36,Bachelor's Degree,3,3,3,1,3,2,17,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1519,Female,Manager,Divorced,Yes,55,Bachelor's Degree,3,4,3,2,3,3,21,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1520,Male,Manufacturing Director,Single,No,36,Bachelor's Degree,2,2,2,1,3,3,6,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1521,Male,Research Scientist,Divorced,No,45,Bachelor's Degree,3,3,1,2,3,3,25,3
No,2022,Travel_Frequently,R&D,Medical,STAFF-1522,Male,Research Scientist,Married,No,35,Bachelor's Degree,3,1,1,4,3,4,5,2
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1523,Male,Research Scientist,Married,Yes,36,Bachelor's Degree,2,1,3,0,3,1,2,2
No,2021,Travel_Frequently,Sales,Life Sciences,STAFF-1524,Female,Sales Executive,Single,No,59,High School,2,2,3,7,3,4,20,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1525,Male,Research Scientist,Married,No,29,Bachelor's Degree,3,1,2,0,4,4,6,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1526,Male,Research Scientist,Single,No,31,Master's Degree,3,1,2,1,3,2,1,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1527,Male,Research Scientist,Married,No,32,Bachelor's Degree,3,2,2,1,3,2,10,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1528,Female,Laboratory Technician,Married,No,36,Bachelor's Degree,4,1,4,3,3,2,5,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1529,Female,Manufacturing Director,Single,No,31,Master's Degree,3,2,4,1,4,4,11,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-1530,Male,Sales Executive,Single,No,35,Master's Degree,2,2,1,0,3,2,16,3
No,2022,Travel_Rarely,R&D,Other,STAFF-1531,Male,Research Director,Married,Yes,45,Master's Degree,3,3,1,4,3,2,17,4
No,2023,Travel_Rarely,R&D,Medical,STAFF-1532,Male,Research Director,Single,No,37,Master's Degree,3,3,3,4,3,1,16,4
No,2023,Travel_Rarely,HR,Medical,STAFF-1533,Male,Human Resources,Divorced,Yes,46,Associates Degree,3,2,2,8,4,4,16,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1534,Male,Laboratory Technician,Married,Yes,30,High School,2,2,4,1,3,3,10,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-1535,Male,Research Scientist,Single,No,35,Bachelor's Degree,2,1,3,1,3,1,6,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1536,Male,Sales Executive,Married,No,55,Associates Degree,3,3,4,3,3,4,24,3
No,2023,Non-Travel,R&D,Medical,STAFF-1537,Female,Research Scientist,Divorced,Yes,38,Bachelor's Degree,1,2,4,7,3,4,17,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1538,Male,Manufacturing Director,Married,No,34,Associates Degree,3,2,2,1,3,3,5,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1539,Male,Manufacturing Director,Single,No,56,Bachelor's Degree,1,3,4,4,3,1,37,2
No,2020,Travel_Rarely,Sales,Technical Degree,STAFF-1540,Male,Sales Representative,Divorced,No,23,High School,3,1,1,3,3,3,3,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1541,Male,Laboratory Technician,Married,No,51,Master's Degree,3,1,4,3,4,2,10,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1542,Male,Healthcare Representative,Married,No,30,Bachelor's Degree,2,2,4,1,3,1,11,3
Yes,2022,Travel_Rarely,Sales,Medical,STAFF-1543,Male,Sales Executive,Single,No,46,Associates Degree,2,3,4,1,3,4,9,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1544,Male,Healthcare Representative,Married,No,40,Master's Degree,2,4,2,1,4,4,22,2
No,2021,Travel_Rarely,Sales,Marketing,STAFF-1545,Male,Sales Executive,Single,Yes,51,Master's Degree,3,2,4,0,4,4,11,1
No,2022,Travel_Rarely,Sales,Medical,STAFF-1546,Female,Sales Executive,Divorced,Yes,30,Associates Degree,2,2,2,1,3,2,11,2
No,2023,Travel_Frequently,R&D,Medical,STAFF-1547,Male,Healthcare Representative,Married,Yes,46,Bachelor's Degree,2,3,1,2,3,3,21,2
No,2021,Travel_Rarely,Sales,Medical,STAFF-1548,Male,Sales Executive,Single,No,32,Master's Degree,3,2,3,1,3,1,12,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1549,Female,Research Director,Married,No,54,Master's Degree,3,3,3,9,3,1,16,1
No,2021,Travel_Rarely,Sales,Other,STAFF-1550,Female,Sales Executive,Married,No,24,Associates Degree,3,2,3,0,4,1,4,2
No,2022,Non-Travel,Sales,Medical,STAFF-1551,Male,Sales Executive,Married,No,28,Bachelor's Degree,3,2,3,1,3,2,5,4
No,2023,Travel_Rarely,Sales,Medical,STAFF-1552,Male,Sales Executive,Single,No,58,Master's Degree,3,4,3,0,3,3,38,2
No,2022,Non-Travel,R&D,Medical,STAFF-1553,Male,Laboratory Technician,Married,No,44,Bachelor's Degree,3,2,2,4,3,3,17,4
Yes,2022,Travel_Rarely,HR,Human Resources,STAFF-1554,Male,Human Resources,Divorced,Yes,37,Master's Degree,3,1,1,4,4,4,7,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1555,Male,Research Scientist,Single,No,32,High School,3,1,1,1,3,4,1,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1556,Female,Laboratory Technician,Single,Yes,20,Bachelor's Degree,2,1,4,1,3,2,1,3
No,2023,Travel_Rarely,R&D,Other,STAFF-1557,Female,Research Scientist,Single,No,34,Master's Degree,3,2,3,1,3,3,16,3
No,2023,Non-Travel,R&D,Life Sciences,STAFF-1558,Male,Healthcare Representative,Divorced,No,37,Associates Degree,2,2,4,5,3,4,17,4
No,2023,Non-Travel,HR,Human Resources,STAFF-1559,Female,Manager,Married,No,59,Master's Degree,2,5,4,9,4,4,30,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-1560,Female,Research Director,Married,Yes,50,Bachelor's Degree,3,5,2,3,3,1,28,2
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1561,Male,Sales Executive,Single,Yes,25,Bachelor's Degree,2,2,3,1,3,4,6,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1562,Male,Research Scientist,Married,No,25,High School,2,1,4,1,3,3,2,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1563,Female,Laboratory Technician,Single,No,22,Bachelor's Degree,3,1,4,1,3,3,1,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-1564,Female,Healthcare Representative,Single,No,51,Master's Degree,2,3,1,3,4,3,23,2
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1565,Male,Laboratory Technician,Single,Yes,34,Bachelor's Degree,1,2,3,1,4,4,9,3
No,2021,Non-Travel,HR,Human Resources,STAFF-1566,Female,Manager,Single,Yes,54,Bachelor's Degree,4,4,4,2,3,3,23,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1567,Male,Laboratory Technician,Married,No,24,High School,3,1,3,0,3,3,6,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1568,Female,Research Scientist,Divorced,No,34,Master's Degree,2,2,2,6,3,3,12,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-1569,Male,Sales Executive,Single,No,37,Bachelor's Degree,3,3,4,2,3,1,12,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1570,Female,Manager,Single,No,34,Bachelor's Degree,2,3,1,2,3,4,14,3
No,2021,Travel_Frequently,Sales,Technical Degree,STAFF-1571,Female,Sales Executive,Married,No,36,Associates Degree,3,3,4,0,3,3,10,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1572,Female,Laboratory Technician,Divorced,No,36,Associates Degree,3,1,4,5,4,1,7,3
No,2022,Travel_Frequently,Sales,Life Sciences,STAFF-1573,Male,Manager,Married,Yes,43,Associates Degree,3,4,4,1,3,4,25,4
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-1574,Male,Research Scientist,Divorced,No,30,Bachelor's Degree,1,1,3,1,4,3,10,2
No,2021,Non-Travel,Sales,Marketing,STAFF-1575,Male,Sales Executive,Married,No,33,Associates Degree,3,2,2,0,3,1,8,4
Yes,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1576,Female,Research Scientist,Married,Yes,56,Master's Degree,3,1,2,9,3,1,7,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1577,Male,Research Director,Single,No,51,Bachelor's Degree,3,5,3,7,3,3,23,3
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1578,Male,Sales Executive,Married,Yes,31,Master's Degree,1,2,3,4,3,2,12,2
No,2021,Travel_Rarely,R&D,Other,STAFF-1579,Female,Research Scientist,Married,No,26,Bachelor's Degree,2,1,2,1,3,3,5,2
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1580,Female,Healthcare Representative,Married,No,58,Master's Degree,3,3,4,1,3,4,40,2
Yes,2020,Travel_Rarely,Sales,Marketing,STAFF-1581,Male,Sales Representative,Single,Yes,19,High School,3,1,3,1,3,4,0,2
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1582,Male,Laboratory Technician,Married,No,22,High School,3,1,4,0,3,3,3,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1583,Female,Manufacturing Director,Married,No,49,Master's Degree,3,2,1,1,3,3,16,2
No,2022,Travel_Frequently,R&D,Medical,STAFF-1584,Female,Research Scientist,Single,No,43,Bachelor's Degree,4,1,3,4,3,4,18,3
No,2023,Travel_Frequently,Sales,Marketing,STAFF-1585,Female,Sales Executive,Single,No,50,Bachelor's Degree,3,3,4,4,3,4,16,3
Yes,2020,Travel_Rarely,Sales,Life Sciences,STAFF-1586,Female,Sales Executive,Married,Yes,31,Bachelor's Degree,1,2,3,3,3,3,4,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-1587,Male,Sales Executive,Divorced,Yes,41,High School,3,3,3,3,3,3,12,3
No,2022,Travel_Rarely,HR,Life Sciences,STAFF-1588,Female,Human Resources,Married,No,26,High School,3,1,3,1,4,4,8,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1589,Male,Manufacturing Director,Divorced,No,36,Associates Degree,3,2,2,6,4,4,7,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1590,Male,Manufacturing Director,Single,No,51,Master's Degree,1,3,4,2,3,4,18,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1591,Female,Sales Executive,Married,No,39,Master's Degree,2,2,3,4,3,3,17,4
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1592,Male,Sales Executive,Married,No,25,Bachelor's Degree,2,2,3,2,3,4,6,3
No,2021,Travel_Rarely,HR,Human Resources,STAFF-1593,Male,Human Resources,Married,Yes,30,Bachelor's Degree,3,2,4,0,3,4,12,1
Yes,2021,Travel_Rarely,R&D,Medical,STAFF-1594,Female,Laboratory Technician,Single,No,32,Bachelor's Degree,3,1,1,7,4,1,10,4
No,2020,Travel_Rarely,R&D,Medical,STAFF-1595,Male,Research Scientist,Single,No,45,Bachelor's Degree,3,1,4,5,3,2,9,2
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1596,Female,Research Scientist,Single,Yes,38,Doctoral Degree,3,2,3,3,4,2,19,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1597,Female,Research Scientist,Single,No,30,Bachelor's Degree,3,1,3,1,3,3,5,2
No,2022,Travel_Frequently,Sales,Medical,STAFF-1598,Male,Sales Executive,Divorced,No,32,Associates Degree,1,2,4,0,3,4,9,4
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1599,Female,Research Scientist,Divorced,No,30,Bachelor's Degree,3,1,1,5,3,4,8,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1600,Male,Laboratory Technician,Single,No,30,High School,2,1,4,0,3,4,6,3
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1601,Male,Manager,Divorced,No,41,Bachelor's Degree,2,4,1,4,3,2,21,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1602,Male,Laboratory Technician,Married,No,41,Master's Degree,3,1,1,2,4,4,7,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1603,Female,Laboratory Technician,Single,No,19,High School,3,1,2,1,3,4,1,3
No,2022,Travel_Frequently,R&D,Medical,STAFF-1604,Female,Research Scientist,Divorced,No,40,Bachelor's Degree,3,2,2,1,3,1,20,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-1605,Male,Sales Executive,Married,No,35,Doctoral Degree,3,3,2,1,3,1,10,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-1606,Male,Sales Representative,Married,Yes,53,Associates Degree,3,2,3,2,4,4,13,1
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1607,Male,Laboratory Technician,Divorced,No,45,Bachelor's Degree,3,2,2,8,3,3,20,1
No,2023,Travel_Frequently,Sales,Marketing,STAFF-1608,Female,Sales Executive,Single,No,32,Bachelor's Degree,3,3,4,1,3,4,9,3
No,2020,Non-Travel,R&D,Technical Degree,STAFF-1609,Male,Manufacturing Director,Married,No,29,High School,3,2,3,1,3,1,10,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1610,Male,Manufacturing Director,Married,No,51,Master's Degree,2,2,3,2,3,3,10,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1611,Female,Research Scientist,Married,Yes,58,Bachelor's Degree,2,1,2,4,4,2,9,2
No,2020,Travel_Rarely,Sales,Marketing,STAFF-1612,Male,Sales Executive,Married,No,40,Master's Degree,2,3,4,7,3,1,15,2
No,2023,Travel_Frequently,Sales,Marketing,STAFF-1613,Female,Sales Representative,Married,No,34,Master's Degree,3,1,3,6,3,4,6,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1614,Male,Research Scientist,Married,No,22,High School,3,1,4,1,4,1,2,3
No,2023,Non-Travel,R&D,Medical,STAFF-1615,Male,Research Scientist,Divorced,No,27,Bachelor's Degree,3,1,2,6,3,4,6,1
No,2022,Travel_Rarely,R&D,Medical,STAFF-1616,Male,Research Scientist,Married,No,28,Bachelor's Degree,3,1,4,1,3,3,5,1
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1617,Male,Healthcare Representative,Divorced,Yes,57,Associates Degree,4,3,4,3,3,2,12,1
No,2023,Non-Travel,R&D,Medical,STAFF-1618,Male,Research Scientist,Divorced,Yes,27,Bachelor's Degree,2,1,3,1,3,4,1,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1619,Female,Manager,Single,No,50,Bachelor's Degree,3,5,2,3,3,2,21,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1620,Male,Research Scientist,Divorced,No,41,Bachelor's Degree,3,1,3,4,3,1,13,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-1621,Female,Sales Executive,Married,No,30,Bachelor's Degree,3,3,4,2,3,3,12,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-1622,Female,Sales Executive,Single,No,38,Master's Degree,2,2,4,4,4,3,12,4
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1623,Male,Research Scientist,Single,No,32,Doctoral Degree,3,1,3,3,4,1,8,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1624,Male,Research Scientist,Married,Yes,27,Bachelor's Degree,3,1,2,0,3,4,6,2
Yes,2023,Travel_Frequently,Sales,Technical Degree,STAFF-1625,Female,Sales Representative,Single,No,19,High School,1,1,1,0,4,1,1,4
No,2022,Travel_Frequently,R&D,Medical,STAFF-1626,Male,Laboratory Technician,Single,No,36,Associates Degree,3,1,2,4,3,3,13,2
No,2023,Non-Travel,R&D,Medical,STAFF-1627,Male,Laboratory Technician,Divorced,No,30,Bachelor's Degree,3,2,1,1,3,3,12,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-1628,Female,Sales Executive,Divorced,Yes,45,Associates Degree,3,2,1,4,3,1,9,4
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1629,Female,Research Scientist,Divorced,Yes,56,Bachelor's Degree,3,1,1,4,3,3,19,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1630,Male,Research Scientist,Single,No,33,Bachelor's Degree,3,1,4,0,3,1,4,4
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1631,Male,Laboratory Technician,Single,No,19,Bachelor's Degree,2,1,4,1,4,3,1,2
No,2020,Travel_Rarely,Sales,Marketing,STAFF-1632,Female,Sales Executive,Divorced,No,46,Associates Degree,3,3,1,1,4,3,24,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1633,Female,Laboratory Technician,Single,No,38,Associates Degree,3,1,4,1,3,3,2,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1634,Female,Research Scientist,Married,Yes,31,High School,3,1,4,8,4,3,7,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1635,Female,Research Scientist,Single,No,34,Associates Degree,3,1,2,2,3,4,9,3
Yes,2023,Travel_Rarely,Sales,Marketing,STAFF-1636,Female,Sales Representative,Single,Yes,41,Associates Degree,3,1,2,1,4,4,4,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-1637,Male,Laboratory Technician,Married,No,50,Bachelor's Degree,2,1,3,2,3,4,5,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-1638,Female,Manufacturing Director,Divorced,No,53,Associates Degree,4,2,1,1,3,3,5,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1639,Female,Research Scientist,Married,No,33,Bachelor's Degree,3,1,2,1,3,4,8,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1640,Female,Manager,Married,No,40,High School,3,5,3,1,3,2,21,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1641,Male,Research Director,Single,No,55,Master's Degree,4,5,2,8,3,4,36,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1642,Male,Manufacturing Director,Married,No,34,High School,2,2,3,1,3,3,10,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-1643,Female,Healthcare Representative,Single,No,51,Bachelor's Degree,3,4,2,3,3,3,21,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1644,Male,Manager,Married,No,52,Master's Degree,2,5,3,0,3,1,34,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1645,Female,Research Scientist,Single,No,27,Bachelor's Degree,3,1,2,1,3,4,7,2
Yes,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1646,Male,Manufacturing Director,Married,Yes,35,Associates Degree,2,2,3,3,3,1,8,3
No,2021,Non-Travel,R&D,Medical,STAFF-1647,Male,Research Scientist,Divorced,No,43,Bachelor's Degree,4,1,4,4,3,4,7,4
No,2020,Non-Travel,R&D,Medical,STAFF-1648,Male,Manager,Married,No,45,Associates Degree,2,4,4,9,4,4,22,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1649,Male,Research Scientist,Married,Yes,37,Bachelor's Degree,4,1,1,1,3,1,8,2
No,2023,Travel_Frequently,R&D,Medical,STAFF-1650,Female,Laboratory Technician,Single,No,35,Bachelor's Degree,3,2,2,5,3,4,10,3
No,2023,Non-Travel,R&D,Medical,STAFF-1651,Female,Manufacturing Director,Divorced,No,42,Associates Degree,3,2,3,2,3,2,11,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1652,Male,Manufacturing Director,Married,No,38,Master's Degree,3,2,3,9,3,2,14,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1653,Male,Manufacturing Director,Married,No,38,Bachelor's Degree,3,2,4,3,3,1,9,1
No,2020,Travel_Frequently,R&D,Technical Degree,STAFF-1654,Male,Manufacturing Director,Married,No,27,High School,2,2,1,5,3,3,6,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-1655,Male,Manufacturing Director,Divorced,Yes,49,Master's Degree,3,2,4,1,3,1,7,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-1656,Male,Research Scientist,Divorced,Yes,34,Master's Degree,3,1,3,1,3,4,5,4
No,2021,Travel_Rarely,R&D,Medical,STAFF-1657,Male,Laboratory Technician,Married,Yes,40,Associates Degree,3,2,4,8,3,3,15,4
Yes,2020,Travel_Rarely,R&D,Medical,STAFF-1658,Male,Healthcare Representative,Married,Yes,38,High School,3,2,1,7,3,2,17,3
Yes,2021,Travel_Rarely,Sales,Marketing,STAFF-1659,Female,Sales Executive,Married,No,29,Bachelor's Degree,3,3,4,1,4,4,10,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1660,Male,Research Scientist,Divorced,Yes,22,Bachelor's Degree,4,1,2,1,3,1,4,2
No,2020,Travel_Frequently,R&D,Medical,STAFF-1661,Female,Laboratory Technician,Single,No,36,High School,3,1,4,1,3,1,8,3
No,2022,Non-Travel,R&D,Life Sciences,STAFF-1662,Male,Healthcare Representative,Married,No,40,Doctoral Degree,2,2,4,9,3,4,5,1
No,2020,Travel_Rarely,R&D,Medical,STAFF-1663,Male,Healthcare Representative,Divorced,No,46,Master's Degree,3,3,1,7,3,3,17,3
Yes,2021,Travel_Rarely,Sales,Medical,STAFF-1664,Male,Sales Executive,Married,No,32,Master's Degree,1,3,4,1,3,3,14,2
No,2023,Non-Travel,R&D,Life Sciences,STAFF-1665,Male,Manufacturing Director,Single,No,30,High School,2,3,3,1,4,3,12,3
No,2022,Travel_Frequently,Sales,Life Sciences,STAFF-1666,Female,Sales Executive,Single,No,27,Bachelor's Degree,3,2,3,1,3,4,7,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1667,Male,Research Director,Married,No,51,Master's Degree,2,3,2,5,3,4,16,1
Yes,2020,Travel_Rarely,R&D,Technical Degree,STAFF-1668,Female,Research Scientist,Single,Yes,30,Bachelor's Degree,3,1,1,5,3,3,8,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-1669,Female,Manager,Single,Yes,41,Bachelor's Degree,3,3,4,3,3,3,16,3
Yes,2020,Travel_Frequently,Sales,Marketing,STAFF-1670,Female,Sales Executive,Single,No,30,Master's Degree,2,2,1,5,3,3,9,2
Yes,2021,Travel_Rarely,R&D,Technical Degree,STAFF-1671,Male,Research Scientist,Single,No,29,Bachelor's Degree,3,1,3,0,3,4,7,2
No,2021,Non-Travel,Sales,Medical,STAFF-1672,Female,Sales Executive,Single,No,45,Bachelor's Degree,2,3,4,6,3,4,23,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-1673,Female,Sales Executive,Married,No,54,Bachelor's Degree,3,2,1,2,3,4,16,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-1674,Male,Laboratory Technician,Single,No,36,Associates Degree,3,2,2,8,3,4,16,4
No,2023,Travel_Rarely,R&D,Medical,STAFF-1675,Female,Research Scientist,Married,No,33,Master's Degree,2,1,2,6,4,4,7,3
No,2020,Travel_Frequently,R&D,Other,STAFF-1676,Male,Research Director,Divorced,Yes,37,Bachelor's Degree,3,3,4,1,3,3,10,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-1677,Male,Sales Executive,Divorced,No,38,Bachelor's Degree,3,3,3,0,3,3,17,2
No,2022,Non-Travel,R&D,Medical,STAFF-1678,Male,Manufacturing Director,Married,No,31,Master's Degree,1,2,3,0,3,4,6,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1679,Male,Research Scientist,Married,No,59,Bachelor's Degree,2,1,4,3,3,1,7,3
No,2023,Travel_Frequently,Sales,Marketing,STAFF-1680,Male,Sales Representative,Divorced,No,37,Master's Degree,3,1,4,4,3,3,13,3
No,2021,Travel_Frequently,Sales,Medical,STAFF-1681,Female,Sales Executive,Married,No,29,High School,3,3,4,1,3,4,11,3
No,2022,Travel_Frequently,Sales,Marketing,STAFF-1682,Female,Sales Executive,Single,No,35,Bachelor's Degree,3,3,3,1,3,1,10,4
